Ti,Al,Sn,Zr,Mo,Si,C,Nb,Hf,Ta,Cr,B,Mn,V,Co,Fe,Ni,W,Cu,Zn,Mg,Gd,Y,P,Ce,N,Er,Ca,Ge,Re,O,Ga,T,lnkp,,,,,,
0,10,0,0,0,1.25,0.018,0,0,0,0,0,31,0,0,57.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-0.798507696,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.22,0,2.78,0,0,0,0,0,0,0,0,0,500,-12.31143316,,,,,,
0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.1,0,2.4,0,0,0,0,0,0,0,0,0,500,-10.7757614,,,,,,
0,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.34,0,2.4,0,0,0,0,0,0,0,0,0,500,-12.01380076,,,,,,
0,10.69,0,0,0,0,0,0,0,0,20.6,0,0,0,23.35,22.12,23.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,-7.452482454,,,,,,
0,10.46,0,0,0,2.18,0,0,0,0,20.15,0,0,0,22.84,21.64,22.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,-12.48050949,,,,,,
0,10.12,0,0,0,5.27,0,0,0,0,19.51,0,0,0,22.12,20.95,22.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,-7.60090246,,,,,,
0,9.82,0,0,0,8.17,0,0,0,0,18.91,0,0,0,21.44,20.31,21.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,-7.070274208,,,,,,
0,9.61,0,0,0,10.01,0,0,0,0,18.54,0,0,0,21.01,19.91,20.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,-6.759335274,,,,,,
0,0.72,0,0,0,0.77,0.1,0,0,0,17.85,0,1.01,0,0,79.543,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,700,-15.9128898,,,,,,
0,0.72,0,0,0,0.77,0.1,0,0,0,17.85,0,1.01,0,0,79.543,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,800,-14.50865774,,,,,,
0,0.81,0,0,0,1.35,0.13,0,0,0,18,0,0.88,0,0,78.822,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,700,-15.52262255,,,,,,
0,0.81,0,0,0,1.35,0.13,0,0,0,18,0,0.88,0,0,78.822,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,800,-14.37373842,,,,,,
16.15,0.76,0,0,0,5.92,0,69.22,5.02,0,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,-11.35331353,,,,,,
16.16,0.76,0,1.28,0,5.92,0,67.94,5.02,0,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,-11.53239148,,,,,,
16.16,0.76,0,3.85,0,5.93,0,65.36,5.02,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,-11.60278939,,,,,,
16.17,0.76,0,6.42,0,5.93,0,62.78,5.03,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,-11.75627172,,,,,,
16.18,0.76,0,8.99,0,5.93,0,60.18,5.03,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,-11.97496092,,,,,,
0,3.7,0,0,0,0,0,0,0,0,19.2,0,0,0,0,77.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,-12.70036897,,,,,,
0,3.8,0,0,0,0,0,0,0,0,19.2,0,0,0,0,76.99,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,1200,-12.61253825,,,,,,
0,3.9,0,0,0,0,0,0,0,0,19.2,0,0,0,0,76.86,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,1200,-12.32485618,,,,,,
0,3.8,0,0,0,0,0,0,0,0,19,0,0,0,0,77.57,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,1200,-11.01822922,,,,,,
0.174,0,0,0,2.09,0.54,0.006,0.436,0,0,19.7,0,0.33,0,0,76.64,0,0,0,0,0,0,0,0.006,0,0.072,0,0,0,0,0,0,950,-12.14591872,,,,,,
0.174,0,0,0,2.09,0.54,0.006,0.436,0,0,19.7,0,0.33,0,0,76.64,0,0,0,0,0,0,0,0.006,0,0.072,0,0,0,0,0,0,1000,-11.29781409,,,,,,
0.174,0,0,0,2.09,0.54,0.006,0.436,0,0,19.7,0,0.33,0,0,76.64,0,0,0,0,0,0,0,0.006,0,0.072,0,0,0,0,0,0,1050,-10.79021948,,,,,,
0.174,0,0,0,2.09,0.54,0.006,0.436,0,0,19.7,0,0.33,0,0,76.64,0,0,0,0,0,0,0,0.006,0,0.072,0,0,0,0,0,0,1100,-9.806360842,,,,,,
0.155,0,0,0,1.97,0.52,0.009,0.45,0,0,19.5,0,0.32,0,0,76.942,0,0,0,0,0,0,0,0.008,0.048,0.072,0,0,0,0,0,0,950,-12.26370176,,,,,,
0.155,0,0,0,1.97,0.52,0.009,0.45,0,0,19.5,0,0.32,0,0,76.942,0,0,0,0,0,0,0,0.008,0.048,0.072,0,0,0,0,0,0,1000,-11.59957327,,,,,,
0.155,0,0,0,1.97,0.52,0.009,0.45,0,0,19.5,0,0.32,0,0,76.942,0,0,0,0,0,0,0,0.008,0.048,0.072,0,0,0,0,0,0,1050,-11.43596442,,,,,,
0.155,0,0,0,1.97,0.52,0.009,0.45,0,0,19.5,0,0.32,0,0,76.942,0,0,0,0,0,0,0,0.008,0.048,0.072,0,0,0,0,0,0,1100,-10.91408896,,,,,,
0.137,0,0,0,1.95,0.5,0.007,0.441,0,0,19.1,0,0.32,0,0,76.819,0,0.58,0,0,0,0,0,0.01,0.056,0.071,0,0,0,0,0,0,950,-12.49375472,,,,,,
0.137,0,0,0,1.95,0.5,0.007,0.441,0,0,19.1,0,0.32,0,0,76.819,0,0.58,0,0,0,0,0,0.01,0.056,0.071,0,0,0,0,0,0,1000,-11.50297513,,,,,,
0.137,0,0,0,1.95,0.5,0.007,0.441,0,0,19.1,0,0.32,0,0,76.819,0,0.58,0,0,0,0,0,0.01,0.056,0.071,0,0,0,0,0,0,1050,-11.20544077,,,,,,
0.137,0,0,0,1.95,0.5,0.007,0.441,0,0,19.1,0,0.32,0,0,76.819,0,0.58,0,0,0,0,0,0.01,0.056,0.071,0,0,0,0,0,0,1100,-10.98229721,,,,,,
0.113,0,0,0,2.03,0.53,0.01,0.443,0,0,19.9,0,0.35,0,0,75.362,0,1.12,0,0,0,0,0,0.008,0.053,0.071,0,0,0,0,0,0,950,-12.66177897,,,,,,
0.113,0,0,0,2.03,0.53,0.01,0.443,0,0,19.9,0,0.35,0,0,75.362,0,1.12,0,0,0,0,0,0.008,0.053,0.071,0,0,0,0,0,0,1000,-12.23859584,,,,,,
0.113,0,0,0,2.03,0.53,0.01,0.443,0,0,19.9,0,0.35,0,0,75.362,0,1.12,0,0,0,0,0,0.008,0.053,0.071,0,0,0,0,0,0,1050,-11.04919145,,,,,,
0.113,0,0,0,2.03,0.53,0.01,0.443,0,0,19.9,0,0.35,0,0,75.362,0,1.12,0,0,0,0,0,0.008,0.053,0.071,0,0,0,0,0,0,1100,-10.08022473,,,,,,
16.15,0.76,0,0,0,5.92,0,69.23,5.02,0,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,-5.577149824,,,,,,
15.94,0.75,0,0,0,5.85,0,69.56,4.95,0,2.89,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,1250,-4.097181917,,,,,,
16.15,0.76,0,0,0,5.92,0,69.1,5.02,0,2.92,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,1250,-3.75407004,,,,,,
16.15,0.76,0,0,0,5.92,0,69.05,5.02,0,2.92,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,1250,-3.596401564,,,,,,
16.14,0.76,0,0,0,5.92,0,68.88,5.01,0,2.92,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,1250,-3.947218497,,,,,,
16.2,0.8,0,0,0,5.9,0,68.6,5,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,1250,-5.231178064,,,,,,
0,0,0,0,0,0.4,0.05,0,0,0,26.03,0,0.82,0,0,55.41,17.1,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,950,-12.05592999,,,,,,
0,0,0,0,0,0.4,0.05,0,0,0,26.03,0,0.82,0,0,55.41,17.1,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,1000,-10.37509246,,,,,,
0,0,0,0,0,0.4,0.05,0,0,0,26.03,0,0.82,0,0,55.41,17.1,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,1050,-9.036387065,,,,,,
0,0,0,0,0,0.4,0.05,0,0,0,26.03,0,0.82,0,0,54.81,17.1,0,0,0,0,0,0,0,0.6,0.19,0,0,0,0,0,0,950,-12.693833,,,,,,
0,0,0,0,0,0.4,0.05,0,0,0,26.03,0,0.82,0,0,54.81,17.1,0,0,0,0,0,0,0,0.6,0.19,0,0,0,0,0,0,1000,-10.81479074,,,,,,
0,0,0,0,0,0.4,0.05,0,0,0,26.03,0,0.82,0,0,54.81,17.1,0,0,0,0,0,0,0,0.6,0.19,0,0,0,0,0,0,1050,-9.265853082,,,,,,
0.15,0,0,0,0,0.31,0.011,0.26,0,0,18.2,0,0.34,0,0,80.694,0,0,0,0,0,0,0,0.029,0,0.004,0,0,0,0,0,0,1000,-11.35877479,,,,,,
0.16,0,0,0,0,0.35,0.009,0.26,0,0,18.22,0,0.31,0,0,80.5985,0,0,0,0,0,0,0,0.026,0.06,0.0045,0,0,0,0,0,0,1000,-11.40756495,,,,,,
0.13,0,0,0,0,0.32,0.011,0.27,0,0,18.22,0,0.32,0,0,80.603,0,0,0,0,0,0,0,0.009,0.11,0.006,0,0,0,0,0,0,1000,-11.76423989,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.93,0,0,0,0,0,0.07,0,0,0,0,0,500,-22.22859402,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.7,0,0,0,0,0,0.3,0,0,0,0,0,500,-18.34836008,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3,0,0,0,0,0,0.7,0,0,0,0,0,500,-16.81124283,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.7,0,0,0,0,0,1.3,0,0,0,0,0,500,-15.45741427,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.51,3.49,0,0,0,0,0,0,0,0,0,0,500,-12.3883942,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.93,3.56,0,0,0,0,0,0.51,0,0,0,0,500,-11.26780301,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.34,3.64,0,0,0,0,0,1.02,0,0,0,0,500,-10.95330968,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.37,3.71,0,0,0,0,0,2.92,0,0,0,0,500,-10.64209711,,,,,,
0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,-11.33060391,,,,,,
0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,-13.633189,,,,,,
0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,-10.03132092,,,,,,
0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,-10.15194891,,,,,,
0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.82,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,1100,-13.633189,,,,,,
0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.91,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,1100,-13.17365667,,,,,,
0.4,0.4,0,0,9,0.5,0.1,3,0,0,22,0,0.5,0,0,5,58,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,900,-13.88700656,,,,,,
0,8.12,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0.51,91.06,0,0,0,0,0,0,0,0,0,0,0,413,-14.57053314,,,,,,
0,8.01,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0.53,90.78,0,0.32,0,0,0,0,0,0,0,0,0,413,-15.96967565,,,,,,
0,7.98,0,0,0,0,0,0.38,0,0,0,0,0.33,0,0,0,0,0,0,0.55,91.86,0,0,0,0,0,0,0,0,0,0,0,413,-15.8949521,,,,,,
0,8.12,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0.51,91.06,0,0,0,0,0,0,0,0,0,0,0,420,-14.50865774,,,,,,
0,8.01,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0.53,90.78,0,0.32,0,0,0,0,0,0,0,0,0,420,-15.49215722,,,,,,
0,7.98,0,0,0,0,0,0.38,0,0,0,0,0.33,0,0,0,0,0,0,0.55,91.86,0,0,0,0,0,0,0,0,0,0,0,420,-15.73965922,,,,,,
0,8.12,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0.51,91.06,0,0,0,0,0,0,0,0,0,0,0,427,-14.2823193,,,,,,
0,8.01,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0.53,90.78,0,0.32,0,0,0,0,0,0,0,0,0,427,-15.34798743,,,,,,
0,7.98,0,0,0,0,0,0.38,0,0,0,0,0.33,0,0,0,0,0,0,0.55,91.86,0,0,0,0,0,0,0,0,0,0,0,427,-15.40514584,,,,,,
0,0,0,0,0.12,0.48,0.16,0,0,0,18.74,0,0.52,0,0,49.14,30.62,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,1000,-12.00995777,,,,,,
0,0,0,0,0.1,0.46,0.17,0,0,0,17.54,0,0.5,0,0,51.42,29.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-10.07916457,,,,,,
0,0,0,0,0.11,0.44,0.17,0,0,0,17.9,0,0.48,0,0,49.59,31.15,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,1000,-11.49094656,,,,,,
0,0,0,0,0.13,0.45,0.19,0,0,0,19.54,0,0.54,0,0,47.86,30.46,0,0,0,0,0,0.28,0,0.55,0,0,0,0,0,0,0,1000,-9.210340372,,,,,,
0.35,0.15,0,0,0,0.45,0.1,0,0,0,20.5,0,0.45,0,0,0.5,77.4,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-10.34977466,,,,,,
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,55,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-11.04292184,,,,,,
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,15,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-11.41761529,,,,,,
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-11.41761529,,,,,,
0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,70,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-10.15194891,,,,,,
0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,60,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-9.656627475,,,,,,
0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,55,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-10.44821473,,,,,,
0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,15,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-9.656627475,,,,,,
0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,65,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-10.9251388,,,,,,
0,0,0,0,1.2,0.05,0,0,0,0,2.3,0,0.6,0,0,95.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,-10.55741402,,,,,,
0,0,0,0,1.2,0.05,0,0,0,0,2.3,0,0.6,0,0,95.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,-9.18078157,,,,,,
0,0,0,0,1.2,0.05,0,0,0,0,2.3,0,0.6,0,0,95.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,-7.794487209,,,,,,
0,0,0,0,1.2,0.05,0,0,0,0,2.3,0,0.6,0,0,95.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,-6.70074111,,,,,,
0,3.5,0,0,0,0,0,0,0,0,22.3,0,0,0,25.2,23.9,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,-13.28488231,,,,,,
0,7.7,0,0,0,0,0,0,0,0,21.3,0,0,0,24.1,22.8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,-14.78309458,,,,,,
0,4.1,0,0,0,0,0,0,0,0,22.6,0,0,0,25.6,24.2,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,-12.89921983,,,,,,
0,5.1,0,0,0,0,0,0,0,0,21.9,0,0,0,24.8,23.5,24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,-13.22772389,,,,,,
0,6.1,0,0,0,0,0,0,0,0,21.7,0,0,0,24.5,23.3,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,-14.59203935,,,,,,
0,7.8,0,0,0,0,0,0,0,0,21.3,0,0,0,24.1,22.8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,-12.28945425,,,,,,
0,11,0,0,0,2.9,0,0,0,0,26.4,0,0,0,29.9,0,29.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,-19.0940253,,,,,,
0,7.81,0,0,0,2.71,0,0,0,0,10.04,0,0,0,39.81,0,39.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,-12.53457671,,,,,,
0,0.98,0,0,0,1.01,0.09,0,0,0,18.02,0,0.89,0,0,78.992,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,1000,-11.23298159,,,,,,
0,0.98,0,0,0,1.01,0.09,0,0,0,18.02,0,0.89,0,0,78.992,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,900,-13.30468493,,,,,,
0,0.98,0,0,0,1.01,0.09,0,0,0,18.02,0,0.89,0,0,78.992,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,800,-13.71015004,,,,,,
0,13.19,0,0,0,0,0,0,0,7.08,0,0,0,0,0,79.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,-21.30308433,,,,,,
0,13.19,0,0,0,0,0,0,0,7.08,0,0,0,0,0,79.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,-20.90959542,,,,,,
0,13.86,0,0,0,0,0,0,0,0,0,0,0,0,0,86.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,-20.87408873,,,,,,
0,13.19,0,0,0,0,0,0,0,7.08,0,0,0,0,0,79.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-18.60701032,,,,,,
0,13.86,0,0,0,0,0,0,0,0,0,0,0,0,0,86.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-19.73001406,,,,,,
0,15.81,0,0,0,0,0,0,0,0,0,0,0,0,0,84.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-18.86696785,,,,,,
0,34.35,0,0,0,0,0,0,0,0,0,0,0,0,0,65.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-17.4651693,,,,,,
0,15.84,0,0,0,0,0,0,0,0,2.18,0,0,0,0,81.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-19.44233199,,,,,,
8.38,12.79,0,0,0,0,0,0,0,0,0,0,0,0,0,78.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-19.52934337,,,,,,
15.32,15.55,0,0,0,0,0,0,0,0,0,0,0,0,0,69.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-17.72753356,,,,,,
0.01,0,0,0,0.15,0.48,0.05,0,0,0,17.9,0,1.52,0,0.22,70.51,9.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-12.75079982,,,,,,
0,0,0,0,1.09,0.8,0.01,0,0,0,16.73,0,0.17,0,0,81.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,-12.4292162,,,,,,
0,0,0,0,1.09,0.8,0.01,0,0,0,16.73,0,0.17,0,0,81.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-12.89921983,,,,,,
0,0,0,0,2.24,0.87,0.02,0,0,0,16.1,0,0,0,0,67.2,13.55,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-8.873868135,,,,,,
0,0,0,0,0.01,0.8,0.02,0,0,0,18.1,0,0.1,0,0,69.95,11,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,600,-10.63745673,,,,,,
0,0,0,0,0.01,0.8,0.02,0,0,0,18.1,0,0.1,0,0,69.95,11,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-9.421061403,,,,,,
18.19,0.85,0,0,0,6.67,0,51.49,5.65,0,10.71,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,0,0,0,1200,-6.265901393,,,,,,
18.19,0.85,0,0,0,6.67,0,51.49,5.65,0,10.71,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,0,0,0,1250,-5.878135862,,,,,,
0,0,0,0,0,0.22,0.09,0,0,0,1.05,0,0.47,0,0,97.938,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,700,-9.465232622,,,,,,
0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,-9.274345702,,,,,,
0,0,0,0,0,0.22,0.09,0,0,0,1.05,0,0.47,0,0,97.938,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,800,-6.821577583,,,,,,
0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-5.975591198,,,,,,
0,0,0,0,0,0.22,0.09,0,0,0,1.05,0,0.47,0,0,97.938,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,900,-4.585367559,,,,,,
0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-4.439655748,,,,,,
0,0,0,0,0,0.22,0.09,0,0,0,1.05,0,0.47,0,0,97.938,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,1000,-3.053361386,,,,,,
0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,-2.565249402,,,,,,
0,0,0,0,0,0.22,0.09,0,0,0,1.05,0,0.47,0,0,97.938,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,1100,-1.62964062,,,,,,
0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,-1.418817553,,,,,,
0,0,0,0,0,1.43,0.25,0.01,0,0.11,10.8,0,0.54,0.19,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,-15.97592116,,,,,,
0,0,0,0,0,0.44,0.042,0.49,0,0,19.08,0,1.18,0,0,70.128,8.5,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,850,-14.25057614,,,,,,
0,0,0,0,0,0.45,0.04,0,0,0,19.1,0,1.18,0,0,70.59,8.5,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,850,-14.01463923,,,,,,
0,14.29,0,0.56,0,0,0,0,0,0,0,0,0,0,0,85.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-17.39106133,,,,,,
0,14.21,0,1.87,0,0,0,0,0,0,0,0,0,0,0,83.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-12.68410845,,,,,,
0,16.63,0,0.77,0,0,0,0,0,0,0,0,0,0,0,82.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-14.26179766,,,,,,
0,16.52,0,1.72,0,0,0,0,0,0,0,0,0,0,0,81.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-14.36023773,,,,,,
0,13.86,0,0,0,0,0,0,0,0,0,0,0,0,0,86.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-18.73539149,,,,,,
0,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,85.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-16.40577772,,,,,,
0,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,82.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-18.32537056,,,,,,
0,10.8,0,0.2,0,0,0,0,0,0,0,0,0,0,0,89.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-16.22345617,,,,,,
0,10.6,0,4.5,0,0,0,0,0,0,0,0,0,0,0,84.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-13.12236338,,,,,,
0,18.4,0,1.6,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-14.73180129,,,,,,
0,3.62,0,0,0,0,0,0,0,0,0,0,0,0,71.78,0,0,24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-7.799353398,,,,,,
0,3.62,0,0,0,0,0,0,0,0,1.55,0,0,0,70.19,0,0,24.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-7.826131517,,,,,,
0,3.63,0,0,0,0,0,0,0,0,3.1,0,0,0,68.58,0,0,24.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-8.238930341,,,,,,
0,3.64,0,0,0,0.84,0,0,0,0,0,0,0,0,70.69,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-9.978450591,,,,,,
0,3.7,0,0,0,1.7,0,0,0,0,0,0,0,0,69.6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-11.08911122,,,,,,
0,2.92,0,0,0,0,0,0,0,0,8.03,0,0,0,69.17,0,0,19.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-13.99783211,,,,,,
0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,60.01,17.23,0,19.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-11.6307085,,,,,,
0,2.9,0,0,0,0.43,0,0,0,0,0,0,0,0,76.91,0,0,19.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,-10.16197047,,,,,,
